example_id,capability,split,kind,source_capability,topic,difficulty,prompt,reference
systems-heldout-control-039-src-python,systems,heldout,control,python,control_from_python:slicing,medium,"Write one Python slice expression that takes every 3th element from `seq_201`, starting at index 1.",seq_201[1::3]
systems-heldout-control-040-src-python,systems,heldout,control,python,control_from_python:comprehensions,medium,"Given the Python list `values_201`, write one expression that returns `x + 6` for only the elements divisible by 3.",[x + 6 for x in values_201 if x % 3 == 0]
systems-heldout-control-041-src-python,systems,heldout,control,python,control_from_python:comprehensions,easy,"Given the Python list `nums_200`, write one expression that returns `x + 5` for only the elements divisible by 2.",[x + 5 for x in nums_200 if x % 2 == 0]
systems-heldout-control-042-src-python,systems,heldout,control,python,control_from_python:generators,medium,Write one Python expression that sums the squares of values in `nums_201` that are strictly greater than 5.,sum(x * x for x in nums_201 if x > 5)
systems-heldout-control-043-src-python,systems,heldout,control,python,control_from_python:pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the stem of '/tmp/run_201/archive.tar.gz'.,Path('/tmp/run_201/archive.tar.gz').stem
systems-heldout-control-044-src-frontend,systems,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A user prefers a dark color scheme. Which media query feature detects that preference?,prefers-color-scheme
systems-heldout-control-045-src-python,systems,heldout,control,python,control_from_python:dicts,medium,"Given a Python dictionary `settings_201`, write one expression that returns the value for key 'retries', or 4 if the key is absent.","settings_201.get('retries', 4)"
systems-heldout-control-046-src-sql,systems,heldout,control,sql,control_from_sql:date_filter,medium,PostgreSQL: return all rows from `events_201` whose `created_at` is within the last 14 days relative to `CURRENT_DATE`.,SELECT * FROM events_201 WHERE created_at >= CURRENT_DATE - INTERVAL '14 days';
systems-heldout-control-047-src-frontend,systems,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A native expandable disclosure widget can be built with which HTML element?,<details>
systems-heldout-control-048-src-sql,systems,heldout,control,sql,control_from_sql:cte,medium,"PostgreSQL: using a CTE named `totals`, compute total order value per `customer_id` from `orders_201`, then return only customers whose total exceeds 750.","WITH totals AS (SELECT customer_id, SUM(total) AS total_value FROM orders_201 GROUP BY customer_id) SELECT customer_id, total_value FROM totals WHERE total_value > 750;"
systems-heldout-control-049-src-algorithms,systems,heldout,control,algorithms,control_from_algorithms:intervals,hard,"For unsorted interval collection `I203`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-selection-target-000,algorithms,selection,target,algorithms,binary_search,easy,What is the worst-case time complexity of binary search on sorted array `A0` with 100 elements? Answer in Big-O notation.,O(log n)
algorithms-selection-target-001,algorithms,selection,target,algorithms,bfs,easy,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G0`?,Breadth-first search (BFS).
algorithms-selection-target-002,algorithms,selection,target,algorithms,dijkstra,easy,"For Dijkstra's algorithm on sparse graph `G0` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-selection-target-003,algorithms,selection,target,algorithms,two_sum,easy,"For array `A0`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-selection-target-004,algorithms,selection,target,algorithms,sliding_window,easy,"For array `A0`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 3 using a rolling sliding window?",O(n)
algorithms-selection-target-005,algorithms,selection,target,algorithms,prefix_sum,easy,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A0`, what is the time complexity of one range-sum query?",O(1)
algorithms-selection-target-006,algorithms,selection,target,algorithms,union_find,easy,"In connectivity problem `N0`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-selection-target-007,algorithms,selection,target,algorithms,topological_sort,easy,"What is the time complexity of topological sorting directed graph `G0` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-selection-target-008,algorithms,selection,target,algorithms,top_k,easy,"For dataset `D0`, what is the time complexity of finding the largest 3 items from n items by maintaining a min-heap of size 3?",O(n log k)
algorithms-selection-target-009,algorithms,selection,target,algorithms,intervals,easy,"For unsorted interval collection `I0`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-selection-target-010,algorithms,selection,target,algorithms,binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A1` with 101 elements? Answer in Big-O notation.,O(log n)
algorithms-selection-target-011,algorithms,selection,target,algorithms,bfs,medium,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G1`?,Breadth-first search (BFS).
algorithms-selection-target-012,algorithms,selection,target,algorithms,dijkstra,medium,"For Dijkstra's algorithm on sparse graph `G1` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-selection-target-013,algorithms,selection,target,algorithms,two_sum,medium,"For array `A1`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-selection-target-014,algorithms,selection,target,algorithms,sliding_window,medium,"For array `A1`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 4 using a rolling sliding window?",O(n)
algorithms-selection-target-015,algorithms,selection,target,algorithms,prefix_sum,medium,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A1`, what is the time complexity of one range-sum query?",O(1)
algorithms-selection-target-016,algorithms,selection,target,algorithms,union_find,medium,"In connectivity problem `N1`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-selection-target-017,algorithms,selection,target,algorithms,topological_sort,medium,"What is the time complexity of topological sorting directed graph `G1` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-selection-target-018,algorithms,selection,target,algorithms,top_k,medium,"For dataset `D1`, what is the time complexity of finding the largest 4 items from n items by maintaining a min-heap of size 4?",O(n log k)
algorithms-selection-target-019,algorithms,selection,target,algorithms,intervals,medium,"For unsorted interval collection `I1`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-selection-target-020,algorithms,selection,target,algorithms,binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A2` with 102 elements? Answer in Big-O notation.,O(log n)
algorithms-selection-target-021,algorithms,selection,target,algorithms,bfs,medium,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G2`?,Breadth-first search (BFS).
algorithms-selection-target-022,algorithms,selection,target,algorithms,dijkstra,medium,"For Dijkstra's algorithm on sparse graph `G2` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-selection-target-023,algorithms,selection,target,algorithms,two_sum,medium,"For array `A2`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-selection-target-024,algorithms,selection,target,algorithms,sliding_window,medium,"For array `A2`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 5 using a rolling sliding window?",O(n)
algorithms-selection-target-025,algorithms,selection,target,algorithms,prefix_sum,medium,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A2`, what is the time complexity of one range-sum query?",O(1)
algorithms-selection-target-026,algorithms,selection,target,algorithms,union_find,medium,"In connectivity problem `N2`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-selection-target-027,algorithms,selection,target,algorithms,topological_sort,medium,"What is the time complexity of topological sorting directed graph `G2` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-selection-target-028,algorithms,selection,target,algorithms,top_k,medium,"For dataset `D2`, what is the time complexity of finding the largest 5 items from n items by maintaining a min-heap of size 5?",O(n log k)
algorithms-selection-target-029,algorithms,selection,target,algorithms,intervals,medium,"For unsorted interval collection `I2`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-selection-target-030,algorithms,selection,target,algorithms,binary_search,hard,What is the worst-case time complexity of binary search on sorted array `A3` with 103 elements? Answer in Big-O notation.,O(log n)
algorithms-selection-target-031,algorithms,selection,target,algorithms,bfs,hard,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G3`?,Breadth-first search (BFS).
algorithms-selection-target-032,algorithms,selection,target,algorithms,dijkstra,hard,"For Dijkstra's algorithm on sparse graph `G3` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-selection-target-033,algorithms,selection,target,algorithms,two_sum,hard,"For array `A3`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-selection-target-034,algorithms,selection,target,algorithms,sliding_window,hard,"For array `A3`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 6 using a rolling sliding window?",O(n)
algorithms-selection-target-035,algorithms,selection,target,algorithms,prefix_sum,hard,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A3`, what is the time complexity of one range-sum query?",O(1)
algorithms-selection-target-036,algorithms,selection,target,algorithms,union_find,hard,"In connectivity problem `N3`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-selection-target-037,algorithms,selection,target,algorithms,topological_sort,hard,"What is the time complexity of topological sorting directed graph `G3` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-selection-target-038,algorithms,selection,target,algorithms,top_k,hard,"For dataset `D3`, what is the time complexity of finding the largest 6 items from n items by maintaining a min-heap of size 6?",O(n log k)
algorithms-selection-target-039,algorithms,selection,target,algorithms,intervals,hard,"For unsorted interval collection `I3`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-selection-target-040,algorithms,selection,target,algorithms,binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A4` with 104 elements? Answer in Big-O notation.,O(log n)
algorithms-selection-target-041,algorithms,selection,target,algorithms,bfs,medium,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G4`?,Breadth-first search (BFS).
algorithms-selection-target-042,algorithms,selection,target,algorithms,dijkstra,medium,"For Dijkstra's algorithm on sparse graph `G4` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-selection-target-043,algorithms,selection,target,algorithms,two_sum,medium,"For array `A4`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-selection-target-044,algorithms,selection,target,algorithms,sliding_window,medium,"For array `A4`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 7 using a rolling sliding window?",O(n)
algorithms-selection-target-045,algorithms,selection,target,algorithms,prefix_sum,medium,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A4`, what is the time complexity of one range-sum query?",O(1)
algorithms-selection-target-046,algorithms,selection,target,algorithms,union_find,medium,"In connectivity problem `N4`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-selection-target-047,algorithms,selection,target,algorithms,topological_sort,medium,"What is the time complexity of topological sorting directed graph `G4` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-selection-target-048,algorithms,selection,target,algorithms,top_k,medium,"For dataset `D4`, what is the time complexity of finding the largest 7 items from n items by maintaining a min-heap of size 7?",O(n log k)
algorithms-selection-target-049,algorithms,selection,target,algorithms,intervals,medium,"For unsorted interval collection `I4`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-selection-control-000-src-sql,algorithms,selection,control,sql,control_from_sql:filter_order_limit,easy,"PostgreSQL: return `id` and `total` from `orders_0` where `total` is greater than 50, highest totals first, limited to 3 rows.","SELECT id, total FROM orders_0 WHERE total > 50 ORDER BY total DESC LIMIT 3;"
algorithms-selection-control-001-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,"In a flex row, which declaration lets a child shrink below its min-content width?",min-width: 0;
algorithms-selection-control-002-src-python,algorithms,selection,control,python,control_from_python:generators,easy,Write one Python expression that sums the squares of values in `nums_0` that are strictly greater than 4.,sum(x * x for x in nums_0 if x > 4)
algorithms-selection-control-003-src-python,algorithms,selection,control,python,control_from_python:generators,medium,Write one Python expression that sums the squares of values in `nums_1` that are strictly greater than 5.,sum(x * x for x in nums_1 if x > 5)
algorithms-selection-control-004-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS property controls stacking order for positioned elements?,z-index
algorithms-selection-control-005-src-python,algorithms,selection,control,python,control_from_python:collections,easy,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'error' appears in `events_0`.,Counter(events_0)['error']
algorithms-selection-control-006-src-sql,algorithms,selection,control,sql,control_from_sql:cte,medium,"PostgreSQL: using a CTE named `totals`, compute total order value per `customer_id` from `orders_4`, then return only customers whose total exceeds 1500.","WITH totals AS (SELECT customer_id, SUM(total) AS total_value FROM orders_4 GROUP BY customer_id) SELECT customer_id, total_value FROM totals WHERE total_value > 1500;"
algorithms-selection-control-007-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which React hook memoizes a computed value?,useMemo
algorithms-selection-control-008-src-systems,algorithms,selection,control,systems,control_from_systems:dns,medium,Give a `dig` command that prints only the IPv4 A-record answer for `node2.example.com`.,dig +short node2.example.com A
algorithms-selection-control-009-src-sql,algorithms,selection,control,sql,control_from_sql:running_total,easy,"PostgreSQL: from `payments_0(account_id, paid_at, amount)`, return each row plus a running sum of `amount` within each account ordered by `paid_at`.","SELECT account_id, paid_at, amount, SUM(amount) OVER (PARTITION BY account_id ORDER BY paid_at ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) AS running_total FROM payments_0;"
algorithms-selection-control-010-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which ARIA attribute gives an element an accessible name directly?,aria-label
algorithms-selection-control-011-src-python,algorithms,selection,control,python,control_from_python:pathlib,hard,Assume `Path` from `pathlib` is imported. Write one expression that returns the parent path of '/tmp/run_3/image.png'.,Path('/tmp/run_3/image.png').parent
algorithms-selection-control-012-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which HTML element is intended for site navigation links?,<nav>
algorithms-selection-control-013-src-systems,algorithms,selection,control,systems,control_from_systems:find,medium,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job1` whose names end in `.conf`.,"find /var/tmp/job1 -type f -name ""*.conf"""
algorithms-selection-control-014-src-python,algorithms,selection,control,python,control_from_python:comprehensions,easy,"Given the Python list `nums_0`, write one expression that returns `x + 1` for only the elements divisible by 2.",[x + 1 for x in nums_0 if x % 2 == 0]
algorithms-selection-control-015-src-python,algorithms,selection,control,python,control_from_python:zip,medium,Write one Python expression that builds a dictionary by pairing `keys_2` with `values_2` positionally.,"dict(zip(keys_2, values_2))"
algorithms-selection-control-016-src-systems,algorithms,selection,control,systems,control_from_systems:permissions,easy,Give the Linux command that sets file `app_0.conf` to permission mode 640.,chmod 640 app_0.conf
algorithms-selection-control-017-src-sql,algorithms,selection,control,sql,control_from_sql:window_latest,medium,"PostgreSQL: from `events_1(user_id, created_at, payload)`, return the latest row for each user using `ROW_NUMBER()`.","SELECT user_id, created_at, payload FROM (SELECT e.*, ROW_NUMBER() OVER (PARTITION BY user_id ORDER BY created_at DESC) AS rn FROM events_1 AS e) AS ranked WHERE rn = 1;"
algorithms-selection-control-018-src-systems,algorithms,selection,control,systems,control_from_systems:tar,easy,Give a Linux command that creates gzip-compressed archive `backup_0.tar.gz` from directory `/srv/data0`.,tar -czf backup_0.tar.gz /srv/data0
algorithms-selection-control-019-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS property controls whether flex items wrap onto multiple lines?,flex-wrap
algorithms-selection-control-020-src-systems,algorithms,selection,control,systems,control_from_systems:find,easy,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job0` whose names end in `.log`.,"find /var/tmp/job0 -type f -name ""*.log"""
algorithms-selection-control-021-src-sql,algorithms,selection,control,sql,control_from_sql:date_filter,medium,PostgreSQL: return all rows from `events_1` whose `created_at` is within the last 14 days relative to `CURRENT_DATE`.,SELECT * FROM events_1 WHERE created_at >= CURRENT_DATE - INTERVAL '14 days';
algorithms-selection-control-022-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which DOM method selects all elements matching a CSS selector?,querySelectorAll
algorithms-selection-control-023-src-sql,algorithms,selection,control,sql,control_from_sql:running_total,hard,"PostgreSQL: from `payments_3(account_id, paid_at, amount)`, return each row plus a running sum of `amount` within each account ordered by `paid_at`.","SELECT account_id, paid_at, amount, SUM(amount) OVER (PARTITION BY account_id ORDER BY paid_at ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) AS running_total FROM payments_3;"
algorithms-selection-control-024-src-python,algorithms,selection,control,python,control_from_python:iteration,easy,Write the Python `for` header that iterates over `names_0` with `i` starting at 1 and the element stored in `name`.,"for i, name in enumerate(names_0, start=1):"
algorithms-selection-control-025-src-sql,algorithms,selection,control,sql,control_from_sql:joins,medium,"PostgreSQL: return each order id and customer name for orders whose customer is in region 'north'. Tables are `orders_2(id, customer_id)` and `customers_2(id, name, region)`.","SELECT o.id, c.name FROM orders_2 AS o JOIN customers_2 AS c ON c.id = o.customer_id WHERE c.region = 'north';"
algorithms-selection-control-026-src-python,algorithms,selection,control,python,control_from_python:pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the name of '/tmp/run_2/notes.md'.,Path('/tmp/run_2/notes.md').name
algorithms-selection-control-027-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which browser API observes changes to an element's size?,ResizeObserver
algorithms-selection-control-028-src-python,algorithms,selection,control,python,control_from_python:defaultdict,medium,Assume `groups_4` is a `defaultdict(list)` and `record_4` is a dictionary. Write the statement that appends `record_4` under its 'kind' value.,groups_4[record_4['kind']].append(record_4)
algorithms-selection-control-029-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS function chooses the larger of two values?,max()
algorithms-selection-control-030-src-sql,algorithms,selection,control,sql,control_from_sql:window_latest,medium,"PostgreSQL: from `events_2(user_id, created_at, payload)`, return the latest row for each user using `ROW_NUMBER()`.","SELECT user_id, created_at, payload FROM (SELECT e.*, ROW_NUMBER() OVER (PARTITION BY user_id ORDER BY created_at DESC) AS rn FROM events_2 AS e) AS ranked WHERE rn = 1;"
algorithms-selection-control-031-src-python,algorithms,selection,control,python,control_from_python:iteration,medium,Write the Python `for` header that iterates over `names_2` with `i` starting at 3 and the element stored in `name`.,"for i, name in enumerate(names_2, start=3):"
algorithms-selection-control-032-src-python,algorithms,selection,control,python,control_from_python:generators,medium,Write one Python expression that sums the squares of values in `nums_2` that are strictly greater than 6.,sum(x * x for x in nums_2 if x > 6)
algorithms-selection-control-033-src-systems,algorithms,selection,control,systems,control_from_systems:sockets,medium,"On host `node1`, which `ss` command lists listening UDP sockets with numeric addresses and process information?",ss -lunp
algorithms-selection-control-034-src-python,algorithms,selection,control,python,control_from_python:generators,hard,Write one Python expression that sums the squares of values in `nums_3` that are strictly greater than 7.,sum(x * x for x in nums_3 if x > 7)
algorithms-selection-control-035-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS property controls vertical overflow behavior?,overflow-y
algorithms-selection-control-036-src-systems,algorithms,selection,control,systems,control_from_systems:tar,medium,Give a Linux command that creates gzip-compressed archive `backup_1.tar.gz` from directory `/srv/data1`.,tar -czf backup_1.tar.gz /srv/data1
algorithms-selection-control-037-src-systems,algorithms,selection,control,systems,control_from_systems:signals,medium,Give the Linux command that sends SIGHUP to PID 1201.,kill -HUP 1201
algorithms-selection-control-038-src-python,algorithms,selection,control,python,control_from_python:iteration,medium,Write the Python `for` header that iterates over `names_1` with `i` starting at 2 and the element stored in `name`.,"for i, name in enumerate(names_1, start=2):"
algorithms-selection-control-039-src-sql,algorithms,selection,control,sql,control_from_sql:cte,easy,"PostgreSQL: using a CTE named `totals`, compute total order value per `customer_id` from `orders_0`, then return only customers whose total exceeds 500.","WITH totals AS (SELECT customer_id, SUM(total) AS total_value FROM orders_0 GROUP BY customer_id) SELECT customer_id, total_value FROM totals WHERE total_value > 500;"
algorithms-selection-control-040-src-sql,algorithms,selection,control,sql,control_from_sql:anti_join,hard,PostgreSQL: return customer ids from `customers_3(id)` that have no matching row in `orders_3(customer_id)`. Use `NOT EXISTS`.,SELECT c.id FROM customers_3 AS c WHERE NOT EXISTS (SELECT 1 FROM orders_3 AS o WHERE o.customer_id = c.id);
algorithms-selection-control-041-src-sql,algorithms,selection,control,sql,control_from_sql:group_having,medium,"PostgreSQL: for table `orders_2(customer_id, id)`, return each `customer_id` having at least 4 orders and its order count.","SELECT customer_id, COUNT(*) AS order_count FROM orders_2 GROUP BY customer_id HAVING COUNT(*) >= 4;"
algorithms-selection-control-042-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS property sets the gap between grid or flex children?,gap
algorithms-selection-control-043-src-sql,algorithms,selection,control,sql,control_from_sql:filter_order_limit,medium,"PostgreSQL: return `id` and `total` from `orders_2` where `total` is greater than 100, highest totals first, limited to 5 rows.","SELECT id, total FROM orders_2 WHERE total > 100 ORDER BY total DESC LIMIT 5;"
algorithms-selection-control-044-src-systems,algorithms,selection,control,systems,control_from_systems:systemd,medium,Give the `systemctl` command that performs `start` on service `worker2.service`.,systemctl start worker2.service
algorithms-selection-control-045-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS property defines the initial main size of a flex item?,flex-basis
algorithms-selection-control-046-src-systems,algorithms,selection,control,systems,control_from_systems:grep,easy,Give a Linux command that recursively searches `/srv/app0` for the text 'ERROR' and prints line numbers.,grep -R -n 'ERROR' /srv/app0
algorithms-selection-control-047-src-frontend,algorithms,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which semantic HTML element is appropriate for a standalone article or post?,<article>
algorithms-selection-control-048-src-systems,algorithms,selection,control,systems,control_from_systems:journald,medium,Give a `journalctl` command that shows logs for `worker2.service` since 20 minutes ago.,"journalctl -u worker2.service --since ""20 minutes ago"""
algorithms-selection-control-049-src-systems,algorithms,selection,control,systems,control_from_systems:permissions,hard,Give the Linux command that sets file `app_3.conf` to permission mode 700.,chmod 700 app_3.conf
algorithms-train-target-000,algorithms,train,target,algorithms,binary_search,easy,What is the worst-case time complexity of binary search on sorted array `A100` with 200 elements? Answer in Big-O notation.,O(log n)
algorithms-train-target-001,algorithms,train,target,algorithms,bfs,easy,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G100`?,Breadth-first search (BFS).
algorithms-train-target-002,algorithms,train,target,algorithms,dijkstra,easy,"For Dijkstra's algorithm on sparse graph `G100` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-train-target-003,algorithms,train,target,algorithms,two_sum,easy,"For array `A100`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-train-target-004,algorithms,train,target,algorithms,sliding_window,easy,"For array `A100`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 7 using a rolling sliding window?",O(n)
algorithms-train-target-005,algorithms,train,target,algorithms,prefix_sum,easy,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A100`, what is the time complexity of one range-sum query?",O(1)
algorithms-train-target-006,algorithms,train,target,algorithms,union_find,easy,"In connectivity problem `N100`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-train-target-007,algorithms,train,target,algorithms,topological_sort,easy,"What is the time complexity of topological sorting directed graph `G100` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-train-target-008,algorithms,train,target,algorithms,top_k,easy,"For dataset `D100`, what is the time complexity of finding the largest 7 items from n items by maintaining a min-heap of size 7?",O(n log k)
algorithms-train-target-009,algorithms,train,target,algorithms,intervals,easy,"For unsorted interval collection `I100`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-train-target-010,algorithms,train,target,algorithms,binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A101` with 201 elements? Answer in Big-O notation.,O(log n)
algorithms-train-target-011,algorithms,train,target,algorithms,bfs,medium,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G101`?,Breadth-first search (BFS).
algorithms-train-target-012,algorithms,train,target,algorithms,dijkstra,medium,"For Dijkstra's algorithm on sparse graph `G101` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-train-target-013,algorithms,train,target,algorithms,two_sum,medium,"For array `A101`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-train-target-014,algorithms,train,target,algorithms,sliding_window,medium,"For array `A101`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 8 using a rolling sliding window?",O(n)
algorithms-train-target-015,algorithms,train,target,algorithms,prefix_sum,medium,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A101`, what is the time complexity of one range-sum query?",O(1)
algorithms-train-target-016,algorithms,train,target,algorithms,union_find,medium,"In connectivity problem `N101`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-train-target-017,algorithms,train,target,algorithms,topological_sort,medium,"What is the time complexity of topological sorting directed graph `G101` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-train-target-018,algorithms,train,target,algorithms,top_k,medium,"For dataset `D101`, what is the time complexity of finding the largest 8 items from n items by maintaining a min-heap of size 8?",O(n log k)
algorithms-train-target-019,algorithms,train,target,algorithms,intervals,medium,"For unsorted interval collection `I101`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-train-target-020,algorithms,train,target,algorithms,binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A102` with 202 elements? Answer in Big-O notation.,O(log n)
algorithms-train-target-021,algorithms,train,target,algorithms,bfs,medium,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G102`?,Breadth-first search (BFS).
algorithms-train-target-022,algorithms,train,target,algorithms,dijkstra,medium,"For Dijkstra's algorithm on sparse graph `G102` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
algorithms-train-target-023,algorithms,train,target,algorithms,two_sum,medium,"For array `A102`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
algorithms-train-target-024,algorithms,train,target,algorithms,sliding_window,medium,"For array `A102`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 9 using a rolling sliding window?",O(n)
algorithms-train-target-025,algorithms,train,target,algorithms,prefix_sum,medium,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A102`, what is the time complexity of one range-sum query?",O(1)
algorithms-train-target-026,algorithms,train,target,algorithms,union_find,medium,"In connectivity problem `N102`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
algorithms-train-target-027,algorithms,train,target,algorithms,topological_sort,medium,"What is the time complexity of topological sorting directed graph `G102` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
algorithms-train-target-028,algorithms,train,target,algorithms,top_k,medium,"For dataset `D102`, what is the time complexity of finding the largest 9 items from n items by maintaining a min-heap of size 9?",O(n log k)
algorithms-train-target-029,algorithms,train,target,algorithms,intervals,medium,"For unsorted interval collection `I102`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
algorithms-train-target-030,algorithms,train,target,algorithms,binary_search,hard,What is the worst-case time complexity of binary search on sorted array `A103` with 203 elements? Answer in Big-O notation.,O(log n)
